Nome do Cliente;Indústria;Valor Estimado;Valor de Fechamento;Oportunidade Criada Em;Data de Fechamento;Nome da Oportunidade;Categoria;Produto;Fase da Oportunidade;Status da Oportunidade;Estado;CSM
Leão Vermelho Hotéis e Resorts;Hospitalidade & Transporte; R$ 2.995,00 ; R$ 2.995,00 ;11/05/18;18/06/18;Desenvolvimento de flows;Consultoria;Power Automate;3 - Entendimento de necessidades;Ganha;Santa Catarina;Jack Sparrow
Ledcor Construction;Outros; R$ 187.700,00 ; R$ -   ;08/12/15;02/02/16;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;Não classificada;Perdida;Rio Grande do Norte;Marty McFly
Lee Health;Saúde; R$ 17.000,00 ; R$ -   ;28/09/17;01/05/18;Contratação pontual de suporte;Serviços;Microsoft SharePoint Online;1 - Lead;Perdida;Minas Gerais;Moana Waialiki
LexProjex;Serviços Profissionais; R$ 687,00 ; R$ -   ;14/06/19;09/04/20;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;7 - Encerramento;Perdida;Santa Catarina;Marty McFly
LexProjex;Serviços Profissionais; R$ 5.000,00 ; R$ 5.000,00 ;08/01/16;30/06/16;Desenvolvimento de flows;Consultoria;Power Automate;1 - Lead;Perdida;Santa Catarina;Marty McFly
LexProjex;Serviços Profissionais; R$ 10.000,00 ; R$ 10.000,00 ;02/01/19;03/01/19;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;Santa Catarina;Mia Wallace
LexProjex;Serviços Profissionais; R$ 22.000,00 ; R$ 22.000,00 ;15/11/17;20/11/17;Treinamento para Administradores;Treinamento;Microsoft Project Online;2 - Oportunidade;Ganha;Santa Catarina;Marty McFly
Liberty Tax Service;Serviços Profissionais; R$ 189,99 ; R$ 189,99 ;17/01/18;16/01/18;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Mato Grosso do Sul;Jack Sparrow
Liberty Travel;Vendas & Departamento; R$ 3.195,00 ; R$ -   ;21/06/19;27/01/20;Desenvolvimento de workflows;Consultoria;Microsoft SharePoint Online;5 - Levantamento de escopo;Perdida;Bahia;Mia Wallace
LinkedIn Corporation;Mídia & Conteúdo; R$ 495,00 ; R$ -   ;25/08/16;19/04/17;Pacote de relatórios Excel;Produtos;Microsoft Excel;Não classificada;Perdida;São Paulo;Jack Sparrow
Bubba Gump Pharma;Manufatura; R$ -   ; R$ -   ;31/05/16;31/03/17;Treinamento para Administradores;Treinamento;Microsoft Project Online;1 - Lead;Perdida;Paraná;Mia Wallace
LOP Serviços;Outros Serviços; R$ 2.000,00 ; R$ -   ;04/12/19;29/01/20;Migração PPM (PS 2013 - POL);Consultoria;Microsoft Project Online;4 - Demonstração realizada;Perdida;Paraíba;Marty McFly
LOP Serviços;Outros Serviços; R$ 2.000,00 ; R$ -   ;21/08/19;31/10/19;Treinamento autores de relatório;Treinamento;Microsoft Power BI;4 - Demonstração realizada;Perdida;Bahia;Mia Wallace
LOP Serviços;Outros Serviços; R$ 3.000,00 ; R$ -   ;03/05/19;20/08/19;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Perdida;Ceará;Jack Sparrow
Louisiana Healthcare Connection;Saúde; R$ -   ; R$ -   ;02/10/17;27/06/18;Contratação pontual de suporte;Serviços;Microsoft Project Online;Não classificada;Perdida;Tocantins;Mia Wallace
LP Building Products;Serviços Profissionais; R$ 37.000,00 ; R$ 37.000,00 ;03/06/15;19/09/16;Treinamento autores de relatório;Treinamento;Microsoft Power BI;Não classificada;Perdida;Acre;Django Freeman
LPO Logística Avançada;Logística; R$ 45.000,00 ; R$ -   ;17/03/16;19/12/17;Desenvolvimento de relatórios;Consultoria;Microsoft Project Server;1 - Lead;Perdida;Goiás;Marty McFly
LPO Logística Avançada;Logística; R$ 55.000,00 ; R$ -   ;27/09/19;18/07/20;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;4 - Demonstração realizada;Perdida;São Paulo;Vincent Vega
Macerich;Serviços Profissionais; R$ -   ; R$ -   ;08/03/17;03/10/18;Implantação PPM;Consultoria;Microsoft Project Server;1 - Lead;Perdida;São Paulo;Marty McFly
Macerich;Serviços Profissionais; R$ 9.000,00 ; R$ 9.000,00 ;22/12/15;21/02/16;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;Não classificada;Ganha;São Paulo;Django Freeman
Macerich;Serviços Profissionais; R$ 10.000,00 ; R$ 10.000,00 ;27/01/15;05/02/15;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;1 - Lead;Ganha;São Paulo;Django Freeman
Macerich;Serviços Profissionais; R$ 10.800,00 ; R$ 10.800,00 ;07/12/15;22/01/16;Treinamento para Administradores;Treinamento;Microsoft Project Online;1 - Lead;Ganha;São Paulo;Mia Wallace
Macerich;Serviços Profissionais; R$ 28.000,00 ; R$ 28.000,00 ;07/12/15;21/01/16;Contratação pontual de suporte;Serviços;Microsoft Project Online;1 - Lead;Ganha;São Paulo;Mia Wallace
Macerich;Serviços Profissionais; R$ 48.000,00 ; R$ 48.000,00 ;03/04/14;15/04/14;Desenvolvimento de flows;Consultoria;Power Automate;1 - Lead;Ganha;São Paulo;Jack Sparrow
Macerich;Serviços Profissionais; R$ 70.000,00 ; R$ 70.000,00 ;04/11/13;15/01/14;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;São Paulo;Rose Calvert
Pérola Negra Laboratórios;Manufatura; R$ 495,00 ; R$ 495,00 ;28/08/19;27/08/19;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Vincent Vega
Pérola Negra Laboratórios;Manufatura; R$ 495,00 ; R$ 495,00 ;17/01/19;28/01/19;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;Goiás;Rose Calvert
Pérola Negra Laboratórios;Manufatura; R$ 990,00 ; R$ 990,00 ;17/01/19;18/01/19;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
Pérola Negra Laboratórios;Manufatura; R$ 3.000,00 ; R$ -   ;12/10/17;26/10/17;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;1 - Lead;Perdida;Goiás;Mia Wallace
Pérola Negra Laboratórios;Manufatura; R$ 3.960,00 ; R$ 3.960,00 ;14/12/18;14/12/18;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Django Freeman
Pérola Negra Laboratórios;Manufatura; R$ 4.000,00 ; R$ 4.000,00 ;09/12/19;13/12/19;Desenvolvimento de relatórios;Consultoria;Microsoft Project Server;7 - Encerramento;Ganha;Goiás;Jack Sparrow
Pérola Negra Laboratórios;Manufatura; R$ 4.000,00 ; R$ 4.000,00 ;10/01/19;18/01/19;Contratação pontual de suporte;Serviços;Microsoft SharePoint Online;3 - Entendimento de necessidades;Ganha;Goiás;Django Freeman
Pérola Negra Laboratórios;Manufatura; R$ 5.390,00 ; R$ 5.390,00 ;06/06/19;11/06/19;Implantação PPM;Consultoria;Microsoft Project Server;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
Pérola Negra Laboratórios;Manufatura; R$ 6.000,00 ; R$ -   ;22/03/18;23/08/18;Treinamento autores de relatório;Treinamento;Microsoft Power BI;1 - Lead;Perdida;Goiás;Marty McFly
Pérola Negra Laboratórios;Manufatura; R$ 8.000,00 ; R$ 8.000,00 ;28/03/19;29/03/19;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Goiás;Marty McFly
Pérola Negra Laboratórios;Manufatura; R$ 10.000,00 ; R$ 10.000,00 ;11/03/20;13/05/20;Contratação pontual de suporte;Serviços;Microsoft Project Online;2 - Oportunidade;Ganha;Goiás;Django Freeman
Pérola Negra Laboratórios;Manufatura; R$ 19.800,00 ; R$ 19.800,00 ;28/11/18;03/12/18;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Vincent Vega
Pérola Negra Laboratórios;Manufatura; R$ 20.000,00 ; R$ 20.000,00 ;06/07/18;08/08/18;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Vincent Vega
Pérola Negra Laboratórios;Manufatura; R$ 28.000,00 ; R$ 28.000,00 ;14/05/19;19/06/19;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Vincent Vega
Pérola Negra Laboratórios;Manufatura; R$ 105.285,00 ; R$ 105.285,00 ;29/09/17;09/03/18;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Django Freeman
MARATHON OIL COMPANY;Manufatura; R$ 56.000,00 ; R$ -   ;26/06/17;14/12/17;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;1 - Lead;Perdida;Maranhão;Rose Calvert
Empresa Nacional de Saneamento Básico;Governo; R$ 145,00 ; R$ 145,00 ;21/05/18;14/05/18;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;Santa Catarina;Marty McFly
Martin Marietta Associados;Manufatura; R$ 514,99 ; R$ 514,99 ;23/08/18;23/08/18;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
Marvel Entertainment;Outros; R$ 88.085,00 ; R$ -   ;20/07/18;01/11/18;Pacote de relatórios Excel;Produtos;Microsoft Excel;1 - Lead;Perdida;Bahia;Marty McFly
McDonald’s Restaurants of Canada Limited;Outros; R$ 72.000,00 ; R$ -   ;09/07/14;20/11/15;Pacote de relatórios Excel;Produtos;Microsoft Excel;1 - Lead;Perdida;Rio Grande do Norte;Rose Calvert
Empresa Nacional de Saneamento Básico;Governo; R$ 17.000,00 ; R$ 17.000,00 ;24/06/15;02/08/15;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Paraíba;Mia Wallace
MEIJER INC;Vendas & Departamento; R$ -   ; R$ -   ;27/10/15;03/02/17;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;1 - Lead;Perdida;Rio Grande do Sul;Django Freeman
MEIJER INC;Vendas & Departamento; R$ 2.000,00 ; R$ 2.000,00 ;13/11/13;03/11/13;Treinamento autores de relatório;Treinamento;Microsoft Power BI;Não classificada;Ganha;Rio Grande do Sul;Django Freeman
MEIJER INC;Vendas & Departamento; R$ 6.000,00 ; R$ 6.000,00 ;14/03/14;16/03/14;Implantação PPM;Consultoria;Microsoft Project Online;1 - Lead;Ganha;Rio Grande do Sul;Vincent Vega
MEIJER INC;Vendas & Departamento; R$ 9.000,00 ; R$ -   ;07/02/14;10/06/15;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;1 - Lead;Perdida;Rio Grande do Sul;Mia Wallace
MEIJER INC;Vendas & Departamento; R$ 15.000,00 ; R$ 15.000,00 ;18/10/13;30/10/13;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Marty McFly
MEIJER INC;Vendas & Departamento; R$ 20.000,00 ; R$ 20.000,00 ;24/06/15;23/06/15;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Mia Wallace
MEIJER INC;Vendas & Departamento; R$ 27.000,00 ; R$ 27.000,00 ;04/12/13;09/12/13;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;1 - Lead;Ganha;Rio Grande do Sul;Jack Sparrow
MEIJER INC;Vendas & Departamento; R$ 30.000,00 ; R$ 30.000,00 ;07/02/14;27/02/14;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Vincent Vega
MEIJER INC;Vendas & Departamento; R$ 41.500,00 ; R$ 41.500,00 ;07/08/13;19/09/13;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Rose Calvert
Mental Health Partners;Saúde; R$ 1.980,00 ; R$ 1.980,00 ;12/01/18;12/01/18;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Santa Catarina;Marty McFly
Mental Health Partners;Saúde; R$ 2.000,00 ; R$ 2.000,00 ;23/01/18;25/01/18;Contratação pontual de suporte;Serviços;Microsoft Project Online;2 - Oportunidade;Ganha;Santa Catarina;Marty McFly
Mercy Healthcare;Saúde; R$ 2.000,00 ; R$ 2.000,00 ;23/10/17;14/11/17;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Goiás;Moana Waialiki
Mercy Healthcare;Saúde; R$ 2.000,00 ; R$ 2.000,00 ;28/09/17;23/10/17;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;2 - Oportunidade;Ganha;Goiás;Marty McFly
Mercy Healthcare;Saúde; R$ 2.199,00 ; R$ 2.199,00 ;12/04/17;01/05/17;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;Goiás;Marty McFly
Mercy Healthcare;Saúde; R$ 5.000,00 ; R$ 5.000,00 ;03/07/17;14/07/17;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
Mercy Healthcare;Saúde; R$ 9.000,00 ; R$ 9.000,00 ;24/10/18;06/11/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Marty McFly
Mercy Healthcare;Saúde; R$ 10.000,00 ; R$ 10.000,00 ;09/04/18;09/04/18;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Marty McFly
Mercy Healthcare;Saúde; R$ 20.000,00 ; R$ -   ;25/09/19;26/03/20;Implantação PPM;Consultoria;Microsoft Project Online;4 - Demonstração realizada;Perdida;Goiás;Mia Wallace
Mercy Healthcare;Saúde; R$ 20.000,00 ; R$ 20.000,00 ;30/11/18;13/05/19;Contratação pontual de suporte;Serviços;Microsoft Project Online;7 - Encerramento;Ganha;Goiás;Vincent Vega
Mercy Healthcare;Saúde; R$ 28.000,00 ; R$ -   ;09/05/17;12/05/17;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;1 - Lead;Perdida;Goiás;Moana Waialiki
Mercy Healthcare;Saúde; R$ 68.535,00 ; R$ 68.535,00 ;09/06/16;28/02/17;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;Goiás;Rose Calvert
Merial;Saúde; R$ 36.000,00 ; R$ 36.000,00 ;06/02/13;21/03/13;Treinamento autores de relatório;Treinamento;Microsoft Power BI;2 - Oportunidade;Ganha;Minas Gerais;Moana Waialiki
Meridian Health;Saúde; R$ -   ; R$ -   ;15/06/17;11/04/18;Implantação PPM;Consultoria;Microsoft Project Online;Não classificada;Perdida;Amazonas;Rose Calvert
Meridian Health;Saúde; R$ 67.301,00 ; R$ -   ;16/11/15;12/01/16;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Amazonas;Marty McFly
Merz North America;Saúde; R$ -   ; R$ -   ;19/11/19;19/11/19;Implantação PPM;Consultoria;Microsoft Project Online;2 - Oportunidade;Perdida;Goiás;Mia Wallace
MHS Serviços Globais;Outros Serviços; R$ 3.000,00 ; R$ 3.000,00 ;17/10/19;13/11/19;Contratação pontual de suporte;Serviços;Microsoft Project Server;7 - Encerramento;Ganha;Goiás;Mia Wallace
MHS Serviços Globais;Outros Serviços; R$ 11.250,00 ; R$ 11.250,00 ;17/10/18;13/12/18;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;Ceará;Rose Calvert
MHS Serviços Globais;Outros Serviços; R$ 30.000,00 ; R$ 30.000,00 ;12/07/19;29/08/19;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
MHS Serviços Globais;Outros Serviços; R$ 30.000,00 ; R$ 30.000,00 ;14/01/19;31/03/19;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;Ceará;Rose Calvert
MHS Serviços Globais;Outros Serviços; R$ 36.000,00 ; R$ 36.000,00 ;04/02/19;06/02/19;Desenvolvimento de flows;Consultoria;Power Automate;3 - Entendimento de necessidades;Ganha;Ceará;Mia Wallace
MHS Serviços Globais;Outros Serviços; R$ 42.500,00 ; R$ 42.500,00 ;26/11/18;11/07/19;Treinamento autores de relatório;Treinamento;Microsoft Power BI;7 - Encerramento;Ganha;Ceará;Marty McFly
MHS Serviços Globais;Outros Serviços; R$ 51.750,00 ; R$ 51.750,00 ;20/04/20;15/05/20;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;2 - Oportunidade;Ganha;Goiás;Marty McFly
MHS Serviços Globais;Outros Serviços; R$ 92.000,00 ; R$ 92.000,00 ;01/05/18;29/06/18;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Distrito Federal;Moana Waialiki
Microchip Sistemas e Tecnologia;Manufatura; R$ 9.000,00 ; R$ 9.000,00 ;20/03/19;11/04/19;Treinamento autores de relatório;Treinamento;Microsoft Power BI;7 - Encerramento;Ganha;Santa Catarina;Rose Calvert
Microchip Sistemas e Tecnologia;Manufatura; R$ 6.000,00 ; R$ 6.000,00 ;20/11/18;09/01/19;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Sergipe;Django Freeman
Microchip Sistemas e Tecnologia;Manufatura; R$ 32.000,00 ; R$ 32.000,00 ;10/01/19;25/06/19;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Sergipe;Vincent Vega
Microsoft;Vendas & Departamento; R$ 900,00 ; R$ 900,00 ;16/01/15;16/01/15;Desenvolvimento de workflows;Consultoria;Microsoft SharePoint Online;Não classificada;Ganha;Paraíba;Mia Wallace
Microsoft;Vendas & Departamento; R$ 900,00 ; R$ 900,00 ;22/01/14;22/01/14;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;Paraíba;Marty McFly
Microsoft;Vendas & Departamento; R$ 1.800,00 ; R$ 1.800,00 ;19/08/14;09/10/14;Migração PPM (PS 2013 - POL);Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Paraíba;Vincent Vega
Microsoft;Vendas & Departamento; R$ 2.200,00 ; R$ 2.200,00 ;19/12/13;06/01/14;Treinamento para Administradores;Treinamento;Microsoft Project Online;2 - Oportunidade;Ganha;Paraíba;Marty McFly
Microsoft;Vendas & Departamento; R$ 4.500,00 ; R$ 4.500,00 ;31/07/13;12/08/13;Contratação pontual de suporte;Serviços;Microsoft Project Server;2 - Oportunidade;Ganha;Paraíba;Rose Calvert
Microsoft;Vendas & Departamento; R$ 5.000,00 ; R$ 5.000,00 ;08/04/20;08/04/20;Migração PPM (PS 2010 - POL);Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;Paraíba;Marty McFly
Microsoft;Vendas & Departamento; R$ 8.000,00 ; R$ 8.000,00 ;23/03/20;23/03/20;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;2 - Oportunidade;Ganha;Paraíba;Jack Sparrow
Microsoft;Vendas & Departamento; R$ 10.000,00 ; R$ 10.000,00 ;14/02/20;24/02/20;Migração PPM (PS 2010 - POL);Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;Paraíba;Moana Waialiki
Microsoft;Vendas & Departamento; R$ 10.000,00 ; R$ 10.000,00 ;24/12/13;02/01/14;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Paraíba;Django Freeman
Microsoft;Vendas & Departamento; R$ 12.000,00 ; R$ 12.000,00 ;16/09/20;21/09/20;Migração PPM (PS 2010 - POL);Consultoria;Microsoft Project Online;6 - Proposta enviada;Ganha;Paraíba;Django Freeman
Microsoft;Vendas & Departamento; R$ 15.000,00 ; R$ 15.000,00 ;14/02/20;04/03/20;Desenvolvimento de workflows;Consultoria;Microsoft SharePoint Online;6 - Proposta enviada;Ganha;Paraíba;Mia Wallace
Microsoft;Vendas & Departamento; R$ 20.000,00 ; R$ -   ;17/09/12;09/01/13;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Paraíba;Mia Wallace
Microsoft;Vendas & Departamento; R$ 46.000,00 ; R$ 46.000,00 ;12/02/20;15/02/20;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;6 - Proposta enviada;Ganha;Paraíba;Mia Wallace
MILLIMAN USA;Serviços Profissionais; R$ 2.000,00 ; R$ -   ;08/12/17;12/06/18;Contratação pontual de suporte;Serviços;Microsoft Project Online;Não classificada;Perdida;Paraíba;Marty McFly
MILLIMAN USA;Serviços Profissionais; R$ 2.695,00 ; R$ -   ;14/11/19;04/09/20;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Perdida;Paraíba;Marty McFly
MILLIMAN USA;Serviços Profissionais; R$ 4.698,00 ; R$ 4.698,00 ;09/10/17;09/10/17;Contratação pontual de suporte;Serviços;Microsoft SharePoint Online;3 - Entendimento de necessidades;Ganha;Paraíba;Moana Waialiki
MILLIMAN USA;Serviços Profissionais; R$ 119.479,00 ; R$ 119.479,00 ;26/05/16;29/08/16;Desenvolvimento de relatórios;Consultoria;Microsoft Project Server;1 - Lead;Perdida;Paraíba;Moana Waialiki
Microchip Sistemas e Tecnologia;Manufatura; R$ -   ; R$ -   ;03/04/19;13/05/19;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;Não classificada;Perdida;Pernambuco;Mia Wallace
Mirati Therapeutics;Saúde; R$ 20.000,00 ; R$ 20.000,00 ;18/07/20;01/09/20;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;7 - Encerramento;Ganha;São Paulo;Moana Waialiki
Mission Group Homes;Outros; R$ 30.000,00 ; R$ -   ;13/12/19;28/09/20;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;4 - Demonstração realizada;Perdida;Paraná;Mia Wallace
Mississippi Lime Company;Vendas & Departamento; R$ 23.000,00 ; R$ 23.000,00 ;05/05/17;29/06/17;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Marty McFly
Microchip Sistemas e Tecnologia;Manufatura; R$ -   ; R$ -   ;11/11/16;09/03/17;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;Não classificada;Perdida;São Paulo;Mia Wallace
